,0,1
265,283.05,32.75
266,259.94,2.65
267,265.04,11.08
268,271.26,20.03
269,261.87,25.13
270,257.03,9.0
271,279.04,23.43
272,263.16,9.81
273,273.29,27.93
274,267.91,6.69
275,256.04,0.62
276,269.95,8.14
277,260.89,6.64
278,258.55,12.49
279,270.5,13.99
280,259.54,13.67
281,258.61,7.95
282,277.47,19.66
283,275.97,17.48
284,270.13,22.31
285,281.16,23.64
286,289.6,35.29
287,260.95,19.4
288,260.75,5.77
289,278.18,15.55
290,273.49,15.16
291,280.54,18.22
292,271.28,22.57
293,274.6,11.43
294,262.89,21.7
295,266.86,15.91
296,278.05,23.63
297,249.51,14.26
298,285.75,14.4
299,263.61,27.18
300,274.43,24.05
301,276.07,23.8
302,283.34,19.82
303,254.61,17.16
304,267.48,14.45
305,248.67,22.26
306,279.96,22.14
307,284.62,20.71
308,265.12,4.78
309,288.78,45.04
310,266.87,22.18
311,265.88,18.96
312,257.08,6.78
313,254.66,18.44
314,271.41,18.79
315,273.18,30.06
316,245.38,8.44
317,264.51,25.86
318,277.81,27.17
319,271.31,33.78
320,253.09,7.1
321,268.65,13.72
322,275.17,20.45
323,274.45,15.78
324,268.58,9.03
325,281.04,25.51
326,272.43,11.5
327,283.63,23.29
328,269.96,27.97
329,256.4,12.97
330,257.97,4.94
331,280.32,20.33
332,263.55,16.34
333,286.92,19.41
334,272.79,29.77
335,280.57,18.88
336,261.58,11.6
337,283.07,42.76
338,274.29,19.5
339,262.09,6.39
340,283.13,32.25
341,271.57,14.6
342,265.97,16.81
343,261.12,7.82
344,260.98,3.38
345,262.67,9.83
346,265.87,26.79
347,276.33,18.41
348,270.6,24.61
349,273.71,26.13
350,264.27,14.37
351,289.84,23.45
352,260.04,16.84
353,261.41,20.24
354,261.83,18.33
355,266.4,19.23
356,287.96,27.11
357,270.67,13.15
358,250.76,18.45
359,267.19,19.69
360,268.3,15.88
361,274.32,25.07
362,285.59,27.82
363,259.33,8.4
364,254.87,9.53
365,248.99,3.32
366,262.71,13.1
367,284.86,27.85
368,276.45,19.77
369,262.12,24.95
370,273.2,19.72
371,262.36,14.78
372,278.96,30.97
373,275.58,24.88
374,250.74,5.38
375,250.34,5.51
376,248.95,14.4
377,254.26,14.04
378,280.57,16.71
379,271.49,11.75
380,262.87,15.65
381,260.22,4.47
382,256.27,19.94
383,274.59,6.66
384,285.06,36.15
385,251.09,8.78
386,273.32,16.88
387,283.14,38.58
388,265.07,22.02
389,263.17,4.4
390,280.29,31.95
391,251.52,2.02
392,274.16,4.98
393,278.04,12.58
394,286.64,36.55
395,257.54,11.78
396,279.57,8.45
397,260.71,6.72
398,276.76,18.79
399,259.95,12.21
400,266.15,25.19
401,256.92,22.73
402,272.37,11.01
403,278.27,21.37
404,258.15,11.48
405,255.15,6.95
406,265.71,2.96
407,266.63,13.16
408,286.64,20.9
409,257.52,3.93
410,261.23,19.69
411,269.52,14.51
412,284.6,10.78
413,273.88,12.5
414,282.23,37.95
415,284.13,22.33
416,271.28,26.5
417,266.66,21.11
418,275.98,14.53
419,260.07,27.97
420,281.15,23.9
421,273.67,16.82
422,270.8,21.54
423,279.41,24.26
424,270.75,10.3
425,265.85,14.95
426,257.34,14.48
427,253.47,19.62
428,272.5,26.75
429,254.92,9.84
430,274.41,26.36
431,273.84,9.0
432,267.18,12.55
433,269.91,15.49
434,263.47,14.81
435,272.9,23.17
436,273.41,2.52
437,262.3,13.08
438,274.14,30.35
439,270.06,31.06
440,268.81,19.93
441,265.99,18.71
442,282.45,29.53
443,275.13,20.22
444,277.7,28.55
445,268.54,2.07
446,277.43,37.03
447,265.86,10.45
448,287.77,23.97
449,249.39,4.33
450,262.83,5.44
451,258.56,17.37
452,277.72,25.83
453,285.13,29.21
454,269.55,12.32
455,270.74,4.4
456,289.3,29.21
457,241.93,27.26
458,268.89,12.48
459,281.22,37.51
460,275.83,35.43
461,264.33,17.62
462,275.26,8.02
463,277.12,26.94
464,276.36,1.16
465,254.36,5.63
466,279.59,29.7
467,273.82,14.53
468,250.85,13.41
469,286.29,24.42
470,276.35,14.16
471,252.13,7.11
472,277.88,17.66
473,275.3,15.12
474,282.0,18.09
475,260.61,6.32
476,279.91,34.35
477,264.34,15.41
478,266.01,13.62
479,275.29,15.47
480,271.56,11.43
481,268.57,4.62
482,258.43,14.57
483,275.45,22.9
484,265.91,6.62
485,274.22,26.26
486,275.2,24.8
487,263.87,18.85
488,261.22,2.54
489,265.24,9.45
490,275.38,5.3
491,271.96,18.01
492,259.22,11.24
493,267.34,18.18
494,269.62,3.69
495,268.92,9.73
496,284.74,24.25
497,259.11,12.34
498,240.37,7.31
499,234.76,5.29
500,270.77,19.25
501,274.52,17.28
502,254.57,5.16
503,263.19,13.83
504,247.75,7.33
505,270.15,8.84
506,275.37,5.6
507,254.89,8.23
508,273.28,33.33
509,279.22,32.68
510,259.75,7.19
511,269.55,4.45
512,281.38,19.23
513,276.31,18.12
514,273.91,15.86
515,273.2,27.18
516,268.08,12.53
517,254.01,21.46
518,277.47,29.22
519,259.55,14.38
520,248.33,22.31
521,255.53,6.69
522,253.56,4.43
523,273.91,32.26
524,265.96,16.9
525,270.18,27.32
526,277.19,28.67
527,270.66,27.32
528,284.59,15.47
529,255.08,13.35
530,270.96,11.52
531,253.57,0.38
532,272.17,13.68
533,287.24,11.59
534,284.07,30.62
535,274.25,10.3
536,263.7,15.45
537,250.69,18.19
538,266.44,2.38
539,240.59,3.29
540,280.24,15.54
541,289.1,14.47
542,270.55,3.86
543,266.6,38.65
544,263.04,13.75
545,267.98,14.93
546,262.55,28.3
547,289.02,50.73
548,282.63,40.17
549,271.23,5.9
550,251.99,20.44
551,251.04,9.03
552,273.88,7.03
553,272.62,4.62
554,269.84,13.35
555,261.73,24.42
556,277.28,35.08
557,251.69,1.23
558,248.29,5.86
559,257.33,18.44
560,257.49,7.51
561,274.63,25.68
562,251.71,19.37
563,283.15,12.11
564,255.68,0.87
565,284.82,16.89
566,249.97,4.58
567,259.81,7.35
568,284.8,32.58
569,265.21,25.12
570,269.91,0.2
571,280.6,17.68
572,271.26,7.29
573,263.99,10.3
574,281.97,24.86
575,265.45,17.64
576,289.36,21.12
577,253.48,5.65
578,280.09,23.84
579,243.82,9.44
580,239.16,5.79
581,273.88,38.59
582,274.85,15.93
583,267.16,16.99
584,267.79,6.36
585,263.19,17.54
586,272.77,24.53
587,284.99,24.78
588,260.38,8.11
589,282.51,26.63
590,256.23,2.77
591,282.53,9.73
592,282.83,52.05
593,276.82,29.93
594,280.29,27.41
595,273.22,3.31
596,270.77,20.46
597,266.71,27.62
598,283.42,44.67
599,276.61,20.27
600,284.34,16.11
601,271.44,28.48
602,260.88,14.33
603,271.99,31.01
604,258.37,8.06
605,272.21,13.83
606,279.03,19.21
607,264.82,4.85
608,280.05,34.11
609,265.76,13.44
610,269.89,11.87
611,253.85,12.97
612,275.15,23.2
613,259.67,17.19
614,267.4,13.64
615,265.03,29.77
616,270.89,36.61
617,285.61,29.65
618,260.59,9.2
619,274.24,19.82
620,282.15,14.17
621,274.5,15.64
622,265.21,10.93
623,277.94,21.32
624,260.17,0.79
625,269.94,22.08
626,266.2,9.95
627,270.14,0.73
628,270.38,15.43
629,277.52,4.24
630,259.16,10.84
631,286.5,28.94
632,267.82,1.47
633,266.45,14.26
634,248.37,9.44
635,276.52,20.34
636,263.66,17.15
637,271.02,20.88
638,263.56,4.0
639,254.9,11.26
640,279.16,27.85
641,275.51,9.1
642,268.11,12.61
643,281.96,11.23
644,263.88,25.78
645,266.01,4.21
646,251.98,11.7
647,265.52,19.25
648,289.52,41.34
649,275.99,11.82
650,261.87,15.03
651,267.53,1.91
652,259.35,16.37
653,264.78,7.17
654,271.61,14.57
655,280.89,0.67
656,247.11,9.17
657,266.59,11.32
658,264.11,22.89
659,268.09,20.15
660,270.71,21.05
661,274.95,14.94
662,258.87,1.13
663,276.55,14.83
664,265.13,13.78
665,280.78,42.01
666,257.93,13.75
667,263.93,3.56
668,280.36,8.52
669,261.58,8.7
670,274.57,25.52
671,252.5,10.25
672,264.66,9.03
673,263.0,19.22
674,272.72,20.03
675,244.68,7.17
676,280.27,13.73
677,263.36,8.62
678,258.58,13.24
679,270.49,26.33
680,280.75,23.61
681,254.76,3.4
682,261.14,18.83
683,261.48,15.28
684,264.0,24.84
685,257.63,5.31
686,271.95,7.95
687,278.86,43.53
688,274.34,25.6
689,254.26,12.01
690,277.82,21.4
691,277.64,21.22
692,249.15,16.9
693,252.23,11.12
694,278.09,13.64
695,274.35,28.03
696,261.08,9.29
697,286.63,36.38
698,270.53,19.95
699,252.17,8.28
700,257.06,1.48
701,272.23,8.75
702,267.97,22.67
703,266.16,20.01
704,261.34,22.07
705,242.36,10.58
706,253.0,16.1
707,273.8,25.56
708,278.54,32.93
709,283.58,20.78
710,259.32,0.51
711,279.92,23.03
712,260.2,13.12
713,252.78,9.25
714,289.02,26.81
715,286.02,28.91
716,265.61,28.48
717,276.59,14.89
718,260.44,1.98
719,275.35,21.76
720,267.52,15.74
721,275.26,12.6
722,280.37,12.31
723,270.45,9.41
724,276.66,13.14
725,272.19,5.38
726,279.77,19.91
727,248.48,4.54
728,261.62,7.3
729,284.95,12.25
730,277.58,26.01
731,257.95,21.83
732,279.66,25.96
733,244.33,2.9
734,264.47,13.57
735,283.36,31.62
736,273.6,10.25
737,252.36,20.4
738,266.37,10.58
739,288.33,19.61
740,264.0,18.88
741,271.28,8.08
742,277.67,18.67
743,269.29,30.16
744,252.76,2.03
745,180.34,31.4
746,153.62,36.27
747,214.18,21.78
748,196.5,41.9
749,175.91,28.83
750,144.45,22.04
751,193.76,51.0
752,215.45,19.98
753,188.16,33.03
754,250.1,35.69
755,177.89,33.41
756,201.34,0.04
757,165.75,41.44
758,151.07,32.4
759,183.94,8.42
760,165.05,11.04
761,185.82,17.71
762,165.74,10.17
763,210.08,4.92
764,238.12,34.58
765,218.06,38.85
766,199.02,15.66
767,160.76,15.19
768,163.11,20.8
769,206.62,33.81
770,219.68,36.86
771,242.56,46.34
772,174.43,13.62
773,223.89,37.72
774,209.14,35.31
775,175.0,10.26
776,208.82,36.83
777,195.0,30.26
778,146.21,4.75
779,131.13,15.36
780,184.16,22.66
781,211.92,39.3
782,208.77,61.62
783,193.91,27.37
784,184.04,7.99
785,184.28,44.82
786,179.16,16.03
787,198.25,51.14
788,233.61,44.67
789,183.8,2.13
790,198.02,38.2
791,198.09,47.34
792,190.6,42.59
793,201.83,28.62
794,183.51,8.97
795,162.13,36.73
796,190.94,37.55
797,167.74,22.43
798,234.98,34.97
799,161.41,21.3
800,191.33,29.49
801,165.55,26.41
802,202.29,29.35
803,184.15,53.66
804,206.46,38.32
805,230.14,58.74
806,204.24,36.11
807,206.71,47.91
808,212.27,28.41
809,186.77,26.54
810,213.62,46.91
811,196.48,32.91
812,190.87,16.99
813,212.21,17.0
814,143.54,5.1
815,163.46,41.15
816,204.44,11.76
817,184.64,37.11
818,183.67,6.47
819,193.11,27.94
820,162.51,16.99
821,134.97,4.67
822,173.31,41.72
823,182.84,35.64
824,194.91,36.92
825,182.06,20.25
826,199.2,38.76
827,206.58,28.63
828,181.58,22.8
829,173.74,10.72
830,194.89,12.27
831,169.91,5.12
832,178.25,14.39
833,182.45,19.79
834,219.89,49.19
835,186.79,11.76
836,223.81,39.33
837,186.89,7.64
838,245.51,60.01
839,202.02,13.11
840,207.72,16.14
841,195.78,26.35
842,188.54,26.53
843,229.96,25.32
844,203.33,52.84
845,130.24,19.08
846,169.51,26.61
847,199.85,26.26
848,155.77,6.59
849,220.73,57.06
850,170.23,20.82
851,164.62,27.88
852,240.0,46.01
853,179.27,31.59
854,161.32,20.86
855,163.0,11.08
856,225.24,28.17
857,245.22,58.69
858,203.95,37.24
859,218.98,40.47
860,198.41,31.54
861,183.56,10.81
862,228.78,45.99
863,184.03,35.78
864,131.33,13.73
865,196.63,40.61
866,192.62,6.8
867,186.78,10.09
868,176.1,34.79
869,247.29,62.58
870,203.7,25.69
871,199.05,31.25
872,141.5,15.84
873,204.99,20.57
874,149.09,53.6
875,203.09,42.6
876,264.18,49.47
877,155.66,22.85
878,203.15,37.57
879,210.94,40.14
880,188.69,35.33
881,151.62,28.38
882,210.42,11.07
883,220.16,24.09
884,158.06,2.14
885,133.27,1.4
886,191.18,28.14
887,165.58,15.27
888,222.19,23.97
889,194.85,32.28
890,194.92,40.31
891,175.46,16.52
892,193.92,39.96
893,211.85,45.06
894,168.25,27.12
895,206.68,2.2
896,166.71,41.75
897,226.98,73.86
898,226.93,29.3
899,225.13,20.03
900,213.15,32.52
901,201.52,44.8
902,173.79,29.9
903,218.19,39.01
904,183.25,38.48
905,221.05,47.16
906,205.9,25.08
907,166.06,26.73
908,168.19,33.61
909,200.66,21.14
910,163.3,15.69
911,186.51,6.5
912,162.39,21.26
913,229.66,49.64
914,245.27,45.32
915,185.19,42.04
916,217.73,22.99
917,237.73,66.91
918,230.46,28.22
919,216.64,7.17
920,158.42,10.45
921,271.91,20.84
922,234.48,64.17
923,182.28,32.28
924,224.17,48.0
925,243.01,51.54
926,266.95,59.21
927,267.69,53.23
928,252.62,38.26
929,246.23,63.85
930,255.65,53.98
931,254.53,54.65
932,250.66,63.52
933,250.28,71.24
934,240.88,57.42
935,249.13,55.92
936,263.48,48.32
937,262.65,63.47
938,253.3,59.7
939,244.27,58.53
940,255.23,49.71
941,258.49,50.0
942,250.56,49.86
943,256.28,52.2
944,249.39,51.99
945,264.01,51.71
946,264.89,57.75
947,257.76,51.42
948,242.88,59.47
949,257.5,51.67
950,264.47,64.48
951,249.28,59.78
952,253.04,60.54
953,242.84,51.55
954,243.96,61.26
955,246.11,52.69
956,242.98,57.49
957,234.92,46.75
958,262.71,45.76
959,242.23,53.41
960,264.76,68.32
961,248.08,61.91
962,248.33,50.17
963,248.01,55.82
964,263.19,41.8
965,266.0,42.43
966,267.89,61.2
967,240.91,56.06
968,245.38,52.67
969,250.5,67.32
970,255.89,64.94
971,255.06,48.24
972,257.9,53.29
973,258.27,61.33
974,247.44,67.74
975,246.11,47.28
976,258.31,43.73
977,252.06,60.25
978,241.11,55.33
979,248.48,60.21
980,246.26,52.38
981,266.55,37.11
982,257.87,66.06
983,257.21,62.13
984,261.06,51.57
985,261.52,54.84
986,258.36,54.13
987,236.63,62.01
988,253.47,45.72
989,258.3,39.65
990,253.05,53.26
991,255.53,56.07
992,253.39,55.18
993,259.83,54.29
994,250.99,62.22
995,249.06,71.59
996,264.94,52.57
997,252.81,63.94
998,247.41,55.58
999,265.1,47.78
1000,248.68,67.05
1001,263.06,70.55
1002,248.25,43.93
1003,258.91,52.4
1004,257.01,56.94
1005,250.24,91.41
1006,189.26,74.06
1007,215.75,113.52
1008,240.77,98.39
1009,231.25,104.95
1010,229.3,111.05
1011,219.83,104.17
1012,244.49,112.97
1013,257.74,127.98
1014,255.61,138.71
1015,206.01,101.77
1016,202.55,105.05
1017,273.32,110.71
1018,262.85,116.75
1019,219.85,105.39
1020,208.92,101.17
1021,231.78,109.01
1022,217.03,114.24
1023,214.39,112.11
1024,244.63,97.95
1025,210.86,109.0
1026,244.09,136.1
1027,282.82,121.13
1028,194.48,92.94
1029,265.56,99.64
1030,252.81,103.29
1031,213.26,99.51
1032,233.34,131.57
1033,188.22,103.65
1034,237.27,110.62
1035,232.44,104.08
1036,229.51,105.31
1037,224.15,116.71
1038,222.78,132.05
1039,256.0,128.73
1040,220.92,109.65
1041,230.07,114.57
1042,258.08,109.02
1043,227.41,116.56
1044,120.32,105.81
1045,154.03,97.08
1046,154.62,40.73
1047,149.39,87.92
1048,129.28,108.88
1049,156.67,76.39
1050,163.54,78.14
1051,151.78,92.83
1052,142.25,108.09
1053,130.39,114.35
1054,129.22,47.5
1055,125.22,64.62
1056,133.26,93.69
1057,144.96,68.97
1058,138.89,86.82
1059,149.25,123.07
1060,91.21,89.71
1061,134.1,114.56
1062,136.09,81.2
1063,124.14,97.24
1064,100.34,48.44
1065,89.79,43.62
1066,100.57,58.52
1067,94.32,48.32
1068,107.82,59.03
1069,93.68,39.86
1070,107.84,47.39
1071,106.17,51.6
1072,15.73,123.92
1073,30.69,121.23
1074,41.09,122.79
1075,12.09,119.41
1076,24.65,122.56
1077,21.66,123.1
1078,25.46,133.92
1079,37.55,104.91
1080,36.73,38.35
1081,23.09,10.35
1082,19.99,66.95
1083,24.95,48.18
1084,10.88,60.19
1085,18.02,35.91
1086,46.66,52.47
1087,36.74,42.75
1088,12.95,59.56
1089,21.2,58.95
1090,40.97,45.14
1091,16.44,23.61
1092,26.98,20.76
1093,28.71,42.64
1094,30.46,53.04
1095,24.2,41.64
1096,34.89,43.31
1097,30.47,33.45
1098,11.87,28.26
1099,36.56,38.39
1100,33.15,36.35
1101,21.5,45.2
1102,6.61,40.93
1103,30.81,23.87
1104,31.42,14.98
1105,33.5,42.54
1106,21.66,46.77
1107,26.54,70.2
1108,21.92,56.82
1109,28.81,60.09
1110,34.88,37.78
1111,22.27,35.44
1112,11.56,37.47
1113,2.9,59.47
1114,29.36,64.11
1115,17.36,58.33
1116,20.48,36.16
1117,43.01,48.92
1118,29.51,42.4
1119,23.89,65.33
1120,43.07,61.84
1121,26.62,53.12
1122,12.59,31.43
1123,26.71,54.89
1124,14.01,51.86
1125,14.29,61.04
1126,28.37,40.75
1127,17.54,29.27
1128,16.9,47.92
1129,36.54,31.42
1130,15.64,55.04
1131,36.07,59.67
1132,13.52,31.32
1133,32.5,46.68
1134,19.06,45.84
1135,15.86,30.34
1136,39.45,82.35
1137,30.98,47.08
1138,19.09,62.0
1139,10.68,52.49
1140,21.82,44.37
1141,45.13,51.47
1142,24.64,53.06
1143,27.78,13.7
1144,34.2,68.54
1145,25.44,42.84
1146,28.52,52.15
1147,31.2,41.27
1148,21.82,54.1
1149,1.49,37.02
1150,24.68,53.75
1151,6.48,41.07
1152,28.7,45.69
1153,14.43,42.76
1154,38.44,88.72
1155,17.96,50.53
1156,27.24,54.37
1157,30.2,60.6
1158,31.16,47.44
1159,52.68,23.33
1160,38.88,29.47
1161,33.25,64.58
1162,42.91,21.05
1163,18.2,50.26
1164,20.22,58.29
1165,23.35,46.22
1166,22.57,68.9
1167,33.61,24.56
1168,4.93,39.61
1169,37.56,52.89
1170,21.63,39.03
1171,24.92,37.73
1172,16.34,63.31
1173,16.28,64.33
1174,34.38,39.55
1175,21.2,41.99
1176,13.77,21.81
1177,16.69,36.68
1178,30.48,31.74
1179,11.34,39.31
1180,27.73,68.14
1181,29.96,42.96
1182,20.82,16.31
1183,31.94,39.82
1184,18.01,31.54
1185,38.57,39.54
1186,24.06,57.9
1187,38.24,55.22
1188,21.93,47.62
1189,29.6,39.24
1190,43.38,37.49
1191,10.11,48.6
1192,37.26,43.75
1193,12.79,45.7
1194,5.39,19.55
1195,35.44,55.87
1196,23.05,31.58
1197,20.65,39.37
1198,26.43,55.03
1199,46.17,40.54
1200,31.84,43.23
1201,12.23,50.41
1202,11.88,46.21
1203,14.17,23.99
1204,40.49,64.49
1205,16.83,34.37
1206,19.73,35.9
1207,26.72,5.68
1208,26.7,44.47
1209,31.97,56.0
1210,23.03,61.11
1211,24.75,40.8
1212,23.5,29.95
1213,13.76,27.13
1214,7.44,26.5
1215,44.97,72.67
1216,27.13,50.94
1217,22.66,64.2
1218,45.14,66.55
1219,27.51,50.19
1220,33.44,52.11
1221,27.81,51.13
1222,41.23,45.43
1223,29.15,42.52
1224,27.18,64.39
1225,30.48,62.22
1226,36.17,27.43
1227,15.54,60.2
1228,26.99,55.97
1229,20.19,33.66
1230,47.79,42.36
1231,35.08,76.66
1232,14.45,49.05
1233,41.9,28.81
1234,15.84,23.12
1235,34.41,69.42
1236,18.73,64.44
1237,51.1,50.62
1238,28.75,54.67
1239,33.79,37.49
1240,18.54,40.98
1241,37.46,55.63
1242,9.54,62.55
1243,26.73,43.95
1244,22.58,37.11
1245,27.0,45.47
1246,21.74,63.0
1247,28.55,39.86
1248,41.42,49.35
1249,10.1,38.88
1250,23.68,51.17
1251,22.29,52.33
1252,18.41,23.49
1253,33.92,68.23
1254,9.7,37.91
1255,29.14,57.39
1256,23.64,39.7
1257,20.02,57.71
1258,23.33,45.05
1259,32.29,50.81
1260,19.68,38.57
1261,31.4,38.62
1262,20.3,51.01
1263,15.11,28.61
1264,47.93,54.18
1265,28.84,15.48
1266,38.92,50.35
1267,14.99,60.03
1268,50.62,49.31
1269,14.29,33.82
1270,10.2,49.48
1271,33.64,36.13
1272,29.66,46.95
1273,30.65,70.24
1274,31.05,22.61
1275,35.86,60.04
1276,43.09,62.84
1277,32.46,54.17
1278,34.1,49.46
1279,13.33,44.23
1280,29.65,33.47
1281,33.94,40.05
1282,29.03,27.63
1283,20.3,56.45
1284,24.87,62.3
1285,20.93,40.53
1286,26.27,42.5
1287,46.24,32.49
1288,37.34,64.25
1289,22.82,36.77
1290,46.43,49.98
1291,23.91,58.57
1292,7.93,52.28
1293,24.3,60.84
1294,25.77,48.99
1295,18.95,40.49
1296,16.65,51.34
1297,26.64,63.67
1298,28.5,43.3
1299,39.71,66.44
1300,6.42,55.02
1301,25.81,43.04
1302,43.23,51.32
1303,28.28,46.49
1304,5.13,49.28
1305,15.99,39.64
1306,23.92,67.63
1307,22.0,49.3
1308,36.47,48.61
1309,24.27,35.09
1310,8.13,37.82
1311,19.27,9.82
1312,44.23,46.91
1313,24.59,49.83
1314,16.98,26.32
1315,8.53,43.18
1316,22.42,72.97
1317,20.58,61.4
1318,284.75,38.1
1319,288.52,21.96
1320,281.19,17.77
1321,269.69,20.03
1322,273.94,26.43
1323,264.12,12.5
1324,263.59,3.79
1325,264.22,4.06
1326,282.37,39.71
1327,283.66,27.31
1328,268.95,15.07
1329,276.95,25.64
1330,264.34,0.03
1331,286.5,37.29
1332,252.73,21.67
1333,283.31,9.03
1334,253.97,11.56
1335,269.35,21.89
1336,260.69,26.17
1337,268.7,23.97
1338,260.94,7.37
1339,264.05,11.0
1340,241.12,9.6
1341,264.87,7.54
1342,265.92,9.89
1343,288.66,33.77
1344,283.05,32.75
1345,259.94,2.65
1346,265.04,11.08
1347,271.26,20.03
1348,261.87,25.13
1349,257.03,9.0
1350,279.04,23.43
1351,263.16,9.81
1352,273.29,27.93
1353,267.91,6.69
1354,256.04,0.62
1355,269.95,8.14
1356,260.89,6.64
1357,258.55,12.49
1358,270.5,13.99
1359,259.54,13.67
1360,258.61,7.95
1361,277.47,19.66
1362,275.97,17.48
