Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level
ELEC,Nissan of State College,3280 W College Ave,,State College,PA,16801,,814-238-2447,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,40.758961,-77.876218,2020-06-09,47788,2021-03-11 23:22:17 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,O'Neil Nissan,849 W Street Rd,,Warminster,PA,18974,,215-674-9300,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,40.210564,-75.105638,2022-03-07,47790,2023-02-14 15:54:11 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,John Sisson Motors,470 Washington Rd,,Washington,PA,15301,,,E,,Public - Call ahead,Dealership business hours; contact 724-223-8600 for more information,,,,,,1,1,,Non-Networked,,GPS,40.189348,-80.213311,2020-06-09,47792,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Moyer Nissan,6210 Penn Ave,,Wernersville,PA,19565,,610-678-8071,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,GPS,40.33236521780578,-76.09201986295164,2020-06-09,47794,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Wright Automotive Group,10520 Perry Hwy,,Wexford,PA,15090,,,E,,Public - Call ahead,Dealership business hours; contact 724-935-4646 for more information,,,,,,1,1,,Non-Networked,,GPS,40.610785,-80.053089,2020-06-09,47796,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Ken Pollock Nissan,229 Mundy St,,Wilkes Barre,PA,18702,,570-819-0730,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,41.242652,-75.847205,2020-06-09,47798,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Apple Nissan,1510 Whiteford Rd,,York,PA,17402,,717-755-9504,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,39.981691,-76.699213,2020-06-09,47800,2021-03-11 23:22:17 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Kenny Ross Nissan,22030 Route 19,Perry Highway,Zelienople,PA,16063,,,E,,Public - Call ahead,Dealership business hours; contact 724-452-7200 for more information,,,,,,1,1,,Non-Networked,,GPS,40.747335,-80.114043,2020-06-09,47802,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,University of Pittsburgh Medical Center East,2775 Mosside Blvd,Route 22 and Mosside,Monroeville,PA,15146,,412-357-3000,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,40.437014,-79.758458,2022-01-10,48305,2022-02-10 19:42:29 UTC,P,,,2012-07-02,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,Baum Blvd Automotive,4741 Baum Blvd,Baum Blvd & Bigelow Blvd,Pittsburgh,PA,15213,,412-682-1866,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,200-9,40.454312,-79.948765,2022-10-11,48308,2023-02-14 15:54:11 UTC,P,,,2012-06-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Giant Eagle - Shadyside,5550 Centre Ave,,Pittsburgh,PA,15232,,412-681-1500,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,40.456477,-79.935137,2022-10-11,49200,2023-02-14 15:54:11 UTC,P,,,2012-07-01,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,University of Pittsburgh Medical Center - Montefiore Hospital Parking Garage,3459 5th Ave,Enter garage from main driveway (Buffalo) off of Terrace Street,Pittsburgh,PA,15213,,412-647-3194,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,40.441085,-79.962199,2022-01-10,49459,2022-02-10 19:42:29 UTC,P,,,2011-11-17,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,University of Pittsburgh Medical Center - Presbyterian Hospital Parking Garage,255 Lothrop St,"Lothrop and Terrace Street, enter garage off of Lothrop St",Pittsburgh,PA,15213,,412-647-3194,E,,Public,24 hours daily,,,,,,5,,,Non-Networked,,GPS,40.442208,-79.961653,2022-01-10,49460,2022-02-10 19:42:29 UTC,P,,,2016-10-24,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,true,,,,
ELEC,Chapman Nissan,6723 Essington Ave,,Philadelphia,PA,19153,,,E,,Public - Call ahead,Dealership business hours; contact 215-492-1200 for more information,,,,,,1,1,,Non-Networked,,GPS,39.910283,-75.223483,2022-03-07,49696,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Cochran Nissan,3200 W Liberty Ave,,Pittsburgh,PA,15216,,412-343-3200,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,GPS,40.390722,-80.040469,2020-06-09,49700,2023-02-15 22:45:41 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Loughead Nissan,755 S Chester Rd,,Swarthmore,PA,19081,,610-328-1500,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,39.888301,-75.354763,2020-06-09,49704,2023-02-15 22:45:41 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Carnegie Museums of Pittsburgh,4400 Forbes Ave,Forbes Ave and Craig St,Pittsburgh,PA,15213,,412-622-3349,E,,Public,Museum business hours; pay lot,,,,,,1,,,Non-Networked,,GPS,40.443069,-79.948937,2022-08-10,50185,2023-02-14 15:54:11 UTC,P,,,2012-11-21,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,NEW MOTORS BMW STATION 01,8636 US-19,,Erie,PA,16509,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.035561,-80.066293,2023-02-27,60454,2023-02-27 23:05:14 UTC,,,,2014-02-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Drexel Hill Nissan,5018 Township Line Rd,,Drexel Hill,PA,19026,,610-449-2800,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,39.955612,-75.321745,2020-06-09,60904,2023-02-15 22:45:41 UTC,P,,,2014-02-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Laurel Nissan,1880 Bedford St,,Johnstown,PA,15902,,814-266-1364,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,40.30054,-78.886445,2020-06-09,60908,2023-02-15 22:45:41 UTC,P,,,2014-02-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,W&L Nissan,2039 N Susquehanna Trail,,Hummels Wharf,PA,17831,,570-884-1135,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,40.836286,-76.834656,2020-12-03,60910,2021-03-11 23:22:17 UTC,P,,,2014-02-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Pittsburgh International Airport - Short Term Parking,1000 Airport Blvd,"Located on levels 2 and 3.  Look for ""Power Up"" signs.",Pittsburgh,PA,15231,,412-472-5050,E,,Public,24 hours daily; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,6,,,,Non-Networked,,GPS,40.495769,-80.241314,2022-10-11,61496,2023-02-14 15:54:11 UTC,P,,,2014-04-22,,,,,NEMA520,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,P & W BMW STATION 01,837-899 S Millvale Ave,,Pittsburgh,PA,15213,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.454592,-79.947636,2023-02-27,61694,2023-02-27 23:05:05 UTC,,,,2014-05-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Tom Masano Ford,1600 Lancaster Ave,,Reading,PA,19607,,610-777-1371,E,,Public - Call ahead,Customer Use Only,,,,,,1,,,Non-Networked,,200-9,40.309943,-75.952676,2021-10-12,63621,2022-02-10 19:42:29 UTC,P,,,2014-08-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,Shults Ford Lincoln,10401 Perry Hwy,,Wexford,PA,15090,,,E,,Public - Call ahead,Dealership business hours; customer use only,,,,,,1,,,Non-Networked,,200-9,40.605571,-80.051469,2022-08-10,63640,2023-02-14 15:54:11 UTC,P,,,2014-08-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,Springfield Ford Lincoln,50 Baltimore Pike,,Springfield,PA,19064,,610-544-0700,E,,Public,Business hours,,,,,,2,,,Non-Networked,,200-9,39.924598,-75.314275,2021-10-12,63712,2022-02-10 19:42:29 UTC,P,,,2014-08-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,Pacifico Ford,6701 Essington Ave,,Philadelphia,PA,19153,,877-349-3923,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,39.913015,-75.223375,2021-10-12,63713,2022-02-10 19:42:29 UTC,P,,,2014-08-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Dunphy Motors,7700 Frankford Ave,,Philadelphia,PA,19136,,215-624-6700,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,40.040168,-75.032708,2021-08-04,63870,2022-02-10 19:42:29 UTC,P,,,2014-07-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Maximum payment of $15 for customers; Maximum payment of $29.95 for non-customers,,,,,,,,,,false,,,,
ELEC,Chapman Ford of Horsham,1100 Easton Rd,,Horsham,PA,19044,,215-674-3600,E,,Public,Dealership business hours; customer and employee use only,,,,,,3,,,Non-Networked,,200-9,40.199827,-75.136981,2022-08-10,63873,2023-02-14 15:54:11 UTC,P,,,2014-08-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,Ross Park Mall,1000 Ross Park Mall Dr,,Pittsburgh,PA,15237,,412-369-4400,E,,Public,10am-8pm M-Th; 10am-9pm F-Sat; 11am-6pm Sun,,,,,,6,,,Non-Networked,,200-9,40.543127,-80.008617,2022-08-10,63913,2023-02-14 15:54:11 UTC,SG,,,2020-11-16,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,false,,,,
ELEC,Brian Hoskins Ford,2601 E Lincoln Hwy,,Coatesville,PA,19320,,610-384-4242,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,39.992718,-75.773874,2023-01-10,63981,2023-02-14 15:54:11 UTC,P,,,2013-10-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,University of Pittsburgh Medical Center - Shadyside,5230 Centre Ave,,Pittsburgh,PA,15232,,412-623-6257  412-623-3564,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,40.454654,-79.941368,2022-01-10,64331,2022-02-10 19:42:29 UTC,P,,,2014-05-07,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,University of Pittsburgh Medical Center - Magee,300 Halket St,,Pittsburgh,PA,15213,,412-641-4904,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,40.436119,-79.960709,2022-01-10,64332,2022-02-10 19:42:29 UTC,P,,,2014-05-07,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,FedEx,1000 FedEx Dr,,Moon Township,PA,15108,,412-859-5496,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,40.463583,-80.177254,2022-11-10,64334,2023-02-14 15:54:11 UTC,P,,,2013-07-29,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,
